CPT_id	classType	ui	suppressible	obsolete	rootSource	atomCount	cVMemberCount	attributes	atoms	ancestors	parents	children	descendants	relations	definitions	concepts	defaultPreferredAtom	name
78802	SourceAtomCluster	78802	False	False	CPT	12	0					NONE	NONE		NONE	C5411697;C5411698;C5696490;C5201806;C5201809;C5201810;C5201803;C5201807;C5201808;C5201805		Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); planar, whole body, single day imaging
78803	SourceAtomCluster	78803	False	False	CPT	50	0					NONE	NONE		NONE	C5702011;C5702012;C5702013;C5411699;C5411701;C5411703;C5411704;C5411705;C5411714;C5411719;C5411721;C5411724;C5411700;C5411702;C5411708;C5411716;C5411717;C5411718;C5411722;C5702014;C5702016;C5702015;C5702017;C5411706;C5411707		Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); tomographic (SPECT), single area (eg, head, neck, chest, pelvis) or acquisition, single day imaging
78804	SourceAtomCluster	78804	False	False	CPT	12	0					NONE	NONE		NONE	C1314095;C5696491;C5201854;C5201852;C5201856;C5201851;C5201855;C5411729;C5411730		Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); planar, whole body, requiring 2 or more days imaging
78811	SourceAtomCluster	78811	False	False	CPT	9	0					NONE	NONE		NONE	C1504146;C3516172;C5411810;C5411808;C5411809;C5411811;C5411812		Positron emission tomography (PET) imaging; limited area (eg, chest, head/neck)
78812	SourceAtomCluster	78812	False	False	CPT	5	0					NONE	NONE		NONE	C1504147;C5696498;C5411813		Positron emission tomography (PET) imaging; skull base to mid-thigh
78813	SourceAtomCluster	78813	False	False	CPT	5	0					NONE	NONE		NONE	C1504148;C5696490;C5411814		Positron emission tomography (PET) imaging; whole body
78814	SourceAtomCluster	78814	False	False	CPT	13	0					NONE	NONE		NONE	C5411815;C5411819;C5411820;C1504149;C5411816;C5411823;C5696499;C5411822;C5411821;C5411817;C5411818		Positron emission tomography (PET) with concurrently acquired computed tomography (CT) for attenuation correction and anatomical localization imaging; limited area (eg, chest, head/neck)
78815	SourceAtomCluster	78815	False	False	CPT	5	0					NONE	NONE		NONE	C1504150;C5411824;C5696500		Positron emission tomography (PET) with concurrently acquired computed tomography (CT) for attenuation correction and anatomical localization imaging; skull base to mid-thigh
78816	SourceAtomCluster	78816	False	False	CPT	6	0					NONE	NONE		NONE	C1504151;C5696501;C5411826;C5411825		Positron emission tomography (PET) with concurrently acquired computed tomography (CT) for attenuation correction and anatomical localization imaging; whole body
78830	SourceAtomCluster	78830	False	False	CPT	47	0					NONE	NONE		NONE	C5702019;C5702020;C5411731;C5411732;C5411733;C5411735;C5411737;C5411738;C5411741;C5411746;C5411754;C5411744;C5411747;C5411748;C5411752;C5411753;C5411758;C5411759;C5201859;C5702021;C5702022;C5702018;C5411736;C5411740;C5411757		Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); tomographic (SPECT) with concurrently acquired computed tomography (CT) transmission scan for anatomical review, localization and determination/detection of pathology, single area (eg, head, neck, chest, pelvis) or acquisition, single day imaging
78831	SourceAtomCluster	78831	False	False	CPT	43	0					NONE	NONE		NONE	C5702023;C5702033;C5702035;C5702036;C5702038;C5702039;C5411769;C5411772;C5411774;C5411776;C5411777;C5411767;C5411768;C5411773;C5411775;C5411781;C5411782;C5411783;C5411785;C5702025;C5702027;C5201895;C5702024;C5702026;C5702028		Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); tomographic (SPECT), minimum 2 areas (eg, pelvis and knees, chest and abdomen) or separate acquisitions (eg, lung ventilation and perfusion), single day imaging, or single area or acquisition over 2 or more days
78832	SourceAtomCluster	78832	False	False	CPT	32	0					NONE	NONE		NONE	C5702041;C5702045;C5702046;C5411788;C5411791;C5411798;C5411802;C5411804;C5411790;C5411797;C5411799;C5702042;C5702043;C5201927;C5702040;C5702044;C5411789;C5411794;C5411795;C5411792;C5411796;C5411793;C5411803;C5411805;C5411806		Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); tomographic (SPECT) with concurrently acquired computed tomography (CT) transmission scan for anatomical review, localization and determination/detection of pathology, minimum 2 areas (eg, pelvis and knees, chest and abdomen) or separate acquisitions (eg, lung ventilation and perfusion), single day imaging, or single area or acquisition over 2 or more days
78835	SourceAtomCluster	78835	False	False	CPT	6	0					NONE	NONE		NONE	C5696496;C5201958;C5201956		Radiopharmaceutical quantification measurement(s) single area (List separately in addition to code for primary procedure)
78999	SourceAtomCluster	78999	False	False	CPT	5	0					NONE	NONE		NONE	C0373458;C5696502;C5411827		Unlisted miscellaneous procedure, diagnostic nuclear medicine
79005	SourceAtomCluster	79005	False	False	CPT	5	0					NONE	NONE		NONE	C2169312;C5696503;C1504152		Radiopharmaceutical therapy, by oral administration
79101	SourceAtomCluster	79101	False	False	CPT	5	0					NONE	NONE		NONE	C2169305;C1504153;C5696504		Radiopharmaceutical therapy, by intravenous administration
79200	SourceAtomCluster	79200	False	False	CPT	5	0					NONE	NONE		NONE	C0203614;C5696505;C3525561		Radiopharmaceutical therapy, by intracavitary administration
79300	SourceAtomCluster	79300	False	False	CPT	5	0					NONE	NONE		NONE	C5696506;C0203615;C3525562		Radiopharmaceutical therapy, by interstitial radioactive colloid administration
79403	SourceAtomCluster	79403	False	False	CPT	5	0					NONE	NONE		NONE	C5696507;C1314096		Radiopharmaceutical therapy, radiolabeled monoclonal antibody by intravenous infusion
79440	SourceAtomCluster	79440	False	False	CPT	5	0					NONE	NONE		NONE	C2094671;C5696508;C0373463		Radiopharmaceutical therapy, by intra-articular administration
79445	SourceAtomCluster	79445	False	False	CPT	5	0					NONE	NONE		NONE	C1504154;C3865755;C5696509		Radiopharmaceutical therapy, by intra-arterial particulate administration
79999	SourceAtomCluster	79999	False	False	CPT	5	0					NONE	NONE		NONE	C0203608;C5411829;C0373465		Radiopharmaceutical therapy, unlisted procedure
80061	SourceAtomCluster	80061	False	False	CPT	8	0					NONE	NONE		NONE	C5411876;C0200382;C5574763;C5411875;C5411874		Lipid panel This panel must include the following: Cholesterol, serum, total (82465) Lipoprotein, direct measurement, high density cholesterol (HDL cholesterol) (83718) Triglycerides (84478)
81528	SourceAtomCluster	81528	False	False	CPT	5	0					NONE	NONE		NONE	C5413264;C4051849;C4051914		Oncology (colorectal) screening, quantitative real-time target and signal amplification of 10 DNA markers (KRAS mutations, promoter methylation of NDRG4 and BMP3) and fecal hemoglobin, utilizing stool, algorithm reported as a positive or negative result
82270	SourceAtomCluster	82270	False	False	CPT	5	0					NONE	NONE		NONE	C5413325;C0519828;C3516305		Blood, occult, by peroxidase activity (eg, guaiac), qualitative; feces, consecutive collected specimens with single determination, for colorectal neoplasm screening (ie, patient was provided 3 cards or single triple card for consecutive collection)
82465	SourceAtomCluster	82465	False	False	CPT	6	0					NONE	NONE		NONE	C0201950;C0373576;C1445957;C3525706		Cholesterol, serum or whole blood, total
82947	SourceAtomCluster	82947	False	False	CPT	5	0					NONE	NONE		NONE	C5413394;C0392201;C0523658		Glucose; quantitative, blood (except reagent strip)
82950	SourceAtomCluster	82950	False	False	CPT	5	0					NONE	NONE		NONE	C0373621		Glucose; post glucose dose (includes glucose)
82951	SourceAtomCluster	82951	False	False	CPT	5	0					NONE	NONE		NONE	C5413396;C5413395;C0373622		Glucose; tolerance test (GTT), 3 specimens (includes glucose)
83718	SourceAtomCluster	83718	False	False	CPT	5	0					NONE	NONE		NONE	C0392885		Lipoprotein, direct measurement; high density cholesterol (HDL cholesterol)
84478	SourceAtomCluster	84478	False	False	CPT	5	0					NONE	NONE		NONE	C0202236		Triglycerides
86890	SourceAtomCluster	86890	False	False	CPT	6	0					NONE	NONE		NONE	C5413704;C3525871;C0398307;C0373961		Autologous blood or component, collection processing and storage; predeposited
86891	SourceAtomCluster	86891	False	False	CPT	8	0					NONE	NONE		NONE	C5413705;C5413706;C5413707;C5413708;C3516487;C0373962		Autologous blood or component, collection processing and storage; intra- or postoperative salvage
86927	SourceAtomCluster	86927	False	False	CPT	5	0					NONE	NONE		NONE	C3516492;C5413723;C0373972		Fresh frozen plasma, thawing, each unit
86930	SourceAtomCluster	86930	False	False	CPT	5	0					NONE	NONE		NONE	C3516493;C5413724;C0373973		Frozen blood, each unit; freezing (includes preparation)
86931	SourceAtomCluster	86931	False	False	CPT	5	0					NONE	NONE		NONE	C5413725;C3516494;C0373974		Frozen blood, each unit; thawing
86932	SourceAtomCluster	86932	False	False	CPT	5	0					NONE	NONE		NONE	C3516495;C5413726;C0373975		Frozen blood, each unit; freezing (includes preparation) and thawing
86945	SourceAtomCluster	86945	False	False	CPT	5	0					NONE	NONE		NONE	C0200620		Irradiation of blood product, each unit
86950	SourceAtomCluster	86950	False	False	CPT	5	0					NONE	NONE		NONE	C0086548		Leukocyte transfusion
86960	SourceAtomCluster	86960	False	False	CPT	6	0					NONE	NONE		NONE	C1609549;C3516497;C5413729;C5413728		Volume reduction of blood or blood product (eg, red blood cells or platelets), each unit
86965	SourceAtomCluster	86965	False	False	CPT	6	0					NONE	NONE		NONE	C0373978;C3525890;C2097072		Pooling of platelets or other blood products
86985	SourceAtomCluster	86985	False	False	CPT	6	0					NONE	NONE		NONE	C5413762;C0373984;C3516500;C5413763		Splitting of blood or blood products, each unit
90612																		
90613																		
90635																		
90637	SourceAtomCluster	90637	False	False	CPT	5	0					NONE	NONE		NONE	C5944836		Influenza virus vaccine, quadrivalent (qIRV), mRNA; 30 mcg/0.5 mL dosage, for intramuscular use
90638	SourceAtomCluster	90638	False	False	CPT	5	0					NONE	NONE		NONE	C5944837		Influenza virus vaccine, quadrivalent (qIRV), mRNA; 60 mcg/0.5 mL dosage, for intramuscular use
90653	SourceAtomCluster	90653	False	False	CPT	5	0					NONE	NONE		NONE	C3511580;C5696648;C5414799		Influenza vaccine, inactivated (IIV), subunit, adjuvanted, for intramuscular use
90655	SourceAtomCluster	90655	False	False	CPT	5	0					NONE	NONE		NONE	C4291797;C5696650		Influenza virus vaccine, trivalent (IIV3), split virus, preservative free, 0.25 mL dosage, for intramuscular use
90656	SourceAtomCluster	90656	False	False	CPT	5	0					NONE	NONE		NONE	C4291798;C5696651		Influenza virus vaccine, trivalent (IIV3), split virus, preservative free, 0.5 mL dosage, for intramuscular use
90657	SourceAtomCluster	90657	False	False	CPT	5	0					NONE	NONE		NONE	C4291799;C5696652		Influenza virus vaccine, trivalent (IIV3), split virus, 0.25 mL dosage, for intramuscular use
90658	SourceAtomCluster	90658	False	False	CPT	5	0					NONE	NONE		NONE	C5696653;C4291800		Influenza virus vaccine, trivalent (IIV3), split virus, 0.5 mL dosage, for intramuscular use
90660	SourceAtomCluster	90660	False	False	CPT	5	0					NONE	NONE		NONE	C4051836;C5696654		Influenza virus vaccine, trivalent, live (LAIV3), for intranasal use
90661	SourceAtomCluster	90661	False	False	CPT	5	0					NONE	NONE		NONE	C1964063;C5944832		Influenza virus vaccine, trivalent (ccIIV3), derived from cell cultures, subunit, antibiotic free, 0.5 mL dosage, for intramuscular use
90662	SourceAtomCluster	90662	False	False	CPT	5	0					NONE	NONE		NONE	C1964064;C5696659		Influenza virus vaccine (IIV), split virus, preservative free, enhanced immunogenicity via increased antigen content, for intramuscular use
90670	SourceAtomCluster	90670	False	False	CPT	5	0					NONE	NONE		NONE	C2724349;C5700427		Pneumococcal conjugate vaccine, 13 valent (PCV13), for intramuscular use
90671	SourceAtomCluster	90671	False	False	CPT	5	0					NONE	NONE		NONE	C5691554		Pneumococcal conjugate vaccine, 15 valent (PCV15), for intramuscular use
90672	SourceAtomCluster	90672	False	False	CPT	5	0					NONE	NONE		NONE	C4051835;C5414818		Influenza virus vaccine, quadrivalent, live (LAIV4), for intranasal use
90673	SourceAtomCluster	90673	False	False	CPT	5	0					NONE	NONE		NONE	C3702513;C5414820;C5696658		Influenza virus vaccine, trivalent (RIV3), derived from recombinant DNA, hemagglutinin (HA) protein only, preservative and antibiotic free, for intramuscular use
90674	SourceAtomCluster	90674	False	False	CPT	5	0					NONE	NONE		NONE	C4291801;C5696656		Influenza virus vaccine, quadrivalent (ccIIV4), derived from cell cultures, subunit, preservative and antibiotic free, 0.5 mL dosage, for intramuscular use
90677	SourceAtomCluster	90677	False	False	CPT	5	0					NONE	NONE		NONE	C5691555		Pneumococcal conjugate vaccine, 20 valent (PCV20), for intramuscular use
90682	SourceAtomCluster	90682	False	False	CPT	5	0					NONE	NONE		NONE	C4301942;C5696666		Influenza virus vaccine, quadrivalent (RIV4), derived from recombinant DNA, hemagglutinin (HA) protein only, preservative and antibiotic free, for intramuscular use
90684	SourceAtomCluster	90684	False	False	CPT	5	0					NONE	NONE		NONE	C5944834		Pneumococcal conjugate vaccine, 21 valent (PCV21), for intramuscular use
90685	SourceAtomCluster	90685	False	False	CPT	5	0					NONE	NONE		NONE	C4291802;C5696667		Influenza virus vaccine, quadrivalent (IIV4), split virus, preservative free, 0.25 mL dosage, for intramuscular use
90686	SourceAtomCluster	90686	False	False	CPT	5	0					NONE	NONE		NONE	C4291803;C5696668		Influenza virus vaccine, quadrivalent (IIV4), split virus, preservative free, 0.5 mL dosage, for intramuscular use
90687	SourceAtomCluster	90687	False	False	CPT	5	0					NONE	NONE		NONE	C4291804;C5696669		Influenza virus vaccine, quadrivalent (IIV4), split virus, 0.25 mL dosage, for intramuscular use
90688	SourceAtomCluster	90688	False	False	CPT	5	0					NONE	NONE		NONE	C4291805;C5696670		Influenza virus vaccine, quadrivalent (IIV4), split virus, 0.5 mL dosage, for intramuscular use
90689	SourceAtomCluster	90689	False	False	CPT	5	0					NONE	NONE		NONE	C5696671;C4732390		Influenza virus vaccine, quadrivalent (IIV4), inactivated, adjuvanted, preservative free, 0.25 mL dosage, for intramuscular use
90694	SourceAtomCluster	90694	False	False	CPT	5	0					NONE	NONE		NONE	C5202239;C5696672		Influenza virus vaccine, quadrivalent (aIIV4), inactivated, adjuvanted, preservative free, 0.5 mL dosage, for intramuscular use
90695	SourceAtomCluster	90695	False	False	CPT	5	0					NONE	NONE		NONE	C5944833		Influenza virus vaccine, H5N8, derived from cell cultures, adjuvanted, for intramuscular use
90732	SourceAtomCluster	90732	False	False	CPT	6	0					NONE	NONE		NONE	C5696683;C5414851;C5414850;C0374122		Pneumococcal polysaccharide vaccine, 23-valent (PPSV23), adult or immunosuppressed patient dosage, when administered to individuals 2 years or older, for subcutaneous or intramuscular use
90739	SourceAtomCluster	90739	False	False	CPT	6	0					NONE	NONE		NONE	C5702325;C3511582;C5702326		Hepatitis B vaccine (HepB), CpG-adjuvanted, adult dosage, 2 dose or 4 dose schedule, for intramuscular use
90740	SourceAtomCluster	90740	False	False	CPT	6	0					NONE	NONE		NONE	C5696691;C5414858;C5414857;C0918229		Hepatitis B vaccine (HepB), dialysis or immunosuppressed patient dosage, 3 dose schedule, for intramuscular use
90743	SourceAtomCluster	90743	False	False	CPT	5	0					NONE	NONE		NONE	C5696692;C0918230		Hepatitis B vaccine (HepB), adolescent, 2 dose schedule, for intramuscular use
90744	SourceAtomCluster	90744	False	False	CPT	6	0					NONE	NONE		NONE	C5696693;C0374127;C5414860;C5414861		Hepatitis B vaccine (HepB), pediatric/adolescent dosage, 3 dose schedule, for intramuscular use
90746	SourceAtomCluster	90746	False	False	CPT	5	0					NONE	NONE		NONE	C5696694;C0374129		Hepatitis B vaccine (HepB), adult dosage, 3 dose schedule, for intramuscular use
90747	SourceAtomCluster	90747	False	False	CPT	6	0					NONE	NONE		NONE	C5696696;C5414864;C5414863;C0374130		Hepatitis B vaccine (HepB), dialysis or immunosuppressed patient dosage, 4 dose schedule, for intramuscular use
90749	SourceAtomCluster	90749	False	False	CPT	6	0					NONE	NONE		NONE	C5696699;C5414866;C5414867;C0374131		Unlisted vaccine/toxoid
90756	SourceAtomCluster	90756	False	False	CPT	5	0					NONE	NONE		NONE	C4523607;C5696657		Influenza virus vaccine, quadrivalent (ccIIV4), derived from cell cultures, subunit, antibiotic free, 0.5 mL dosage, for intramuscular use
90759	SourceAtomCluster	90759	False	False	CPT	5	0					NONE	NONE		NONE	C5696695;C5691558		Hepatitis B vaccine (HepB), 3-antigen (S, Pre-S1, Pre-S2), 10 mcg dosage, 3 dose schedule, for intramuscular use
90901	SourceAtomCluster	90901	False	False	CPT	5	0					NONE	NONE		NONE	C0204634;C0871664		Biofeedback training by any modality
90912	SourceAtomCluster	90912	False	False	CPT	28	0					NONE	NONE		NONE	C5414898;C5414901;C5414903;C5414889;C5414902;C5202244;C5202243;C5414883;C5414884;C5414886;C5414893;C5414896;C5414906;C5414885;C5414888;C5414891;C5414894;C5414895;C5414897;C5414899;C5414904;C5414905;C5414887;C5414890;C5414892		Biofeedback training, perineal muscles, anorectal or urethral sphincter, including EMG and/or manometry, when performed; initial 15 minutes of one-on-one physician or other qualified health care professional contact with the patient
90913	SourceAtomCluster	90913	False	False	CPT	16	0					NONE	NONE		NONE	C5414908;C5414909;C5414911;C5414917;C5414912;C5414915;C5414918;C5696716;C5202257;C5414910;C5414913;C5414907;C5414914;C5414916		Biofeedback training, perineal muscles, anorectal or urethral sphincter, including EMG and/or manometry, when performed; each additional 15 minutes of one-on-one physician or other qualified health care professional contact with the patient (List separately in addition to code for primary procedure)
91110	SourceAtomCluster	91110	False	False	CPT	5	0					NONE	NONE		NONE	C1314125;C3704003;C5414957		Gastrointestinal tract imaging, intraluminal (eg, capsule endoscopy), esophagus through ileum, with interpretation and report
91111	SourceAtomCluster	91111	False	False	CPT	5	0					NONE	NONE		NONE	C5414958;C3704004;C1740482		Gastrointestinal tract imaging, intraluminal (eg, capsule endoscopy), esophagus with interpretation and report
91304	SourceAtomCluster	91304	False	False	CPT	5	0					NONE	NONE		NONE	C5691553;C5696640		Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, recombinant spike protein nanoparticle, saponin-based adjuvant, 5 mcg/0.5 mL dosage, for intramuscular use
91318	SourceAtomCluster	91318	False	False	CPT	5	0					NONE	NONE		NONE	C5852108		Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, spike protein, 3 mcg/0.3 mL dosage, tris-sucrose formulation, for intramuscular use
91319	SourceAtomCluster	91319	False	False	CPT	5	0					NONE	NONE		NONE	C5852109		Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, spike protein, 10 mcg/0.3 mL dosage, tris-sucrose formulation, for intramuscular use
91320	SourceAtomCluster	91320	False	False	CPT	5	0					NONE	NONE		NONE	C5852110		Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, spike protein, 30 mcg/0.3 mL dosage, tris-sucrose formulation, for intramuscular use
91321	SourceAtomCluster	91321	False	False	CPT	5	0					NONE	NONE		NONE	C5852111		Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, 25 mcg/0.25 mL dosage, for intramuscular use
91322	SourceAtomCluster	91322	False	False	CPT	5	0					NONE	NONE		NONE	C5852112		Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, 50 mcg/0.5 mL dosage, for intramuscular use
91323																		
92132	SourceAtomCluster	92132	False	False	CPT	8	0					NONE	NONE		NONE	C2939303;C5696778;C5944842;C5944839;C5944840;C5944841		Computerized ophthalmic diagnostic imaging (eg, optical coherence tomography [OCT]), anterior segment, with interpretation and report, unilateral or bilateral
92133	SourceAtomCluster	92133	False	False	CPT	8	0					NONE	NONE		NONE	C2939304;C5696779;C5944844;C5944847;C5944846;C5944845		Computerized ophthalmic diagnostic imaging (eg, optical coherence tomography [OCT]), posterior segment, with interpretation and report, unilateral or bilateral; optic nerve
92134	SourceAtomCluster	92134	False	False	CPT	8	0					NONE	NONE		NONE	C5696780;C2939305;C5944851;C5944848;C5944849;C5944850		Computerized ophthalmic diagnostic imaging (eg, optical coherence tomography [OCT]), posterior segment, with interpretation and report, unilateral or bilateral; retina
92137	SourceAtomCluster	92137	False	False	CPT	8	0					NONE	NONE		NONE	C5944854;C5944856;C5944852;C5944857;C5944853;C5944855		Computerized ophthalmic diagnostic imaging (eg, optical coherence tomography [OCT]), posterior segment, with interpretation and report, unilateral or bilateral; retina, including OCT angiography
92227	SourceAtomCluster	92227	False	False	CPT	8	0					NONE	NONE		NONE	C5414991;C2939306;C5414989;C5696784;C5414990;C5414988		Imaging of retina for detection or monitoring of disease; with remote clinical staff review and report, unilateral or bilateral
92228	SourceAtomCluster	92228	False	False	CPT	8	0					NONE	NONE		NONE	C2939307;C5414993;C5414994;C5414995;C5696785;C5414996		Imaging of retina for detection or monitoring of disease; with remote physician or other qualified health care professional interpretation and report, unilateral or bilateral
92229	SourceAtomCluster	92229	False	False	CPT	8	0					NONE	NONE		NONE	C5702333;C5702334;C5702336;C5702335;C5414997;C5414998		Imaging of retina for detection or monitoring of disease; point-of-care autonomous analysis and report, unilateral or bilateral
92507	SourceAtomCluster	92507	False	False	CPT	7	0					NONE	NONE		NONE	C5415038;C0374250;C3516880;C5415040;C5415039		Treatment of speech, language, voice, communication, and/or auditory processing disorder; individual
92508	SourceAtomCluster	92508	False	False	CPT	7	0					NONE	NONE		NONE	C5696813;C5415041;C5415042;C5415043;C0374251		Treatment of speech, language, voice, communication, and/or auditory processing disorder; group, 2 or more individuals
92520	SourceAtomCluster	92520	False	False	CPT	5	0					NONE	NONE		NONE	C5696815;C0199432		Laryngeal function studies (ie, aerodynamic testing and acoustic testing)
92521	SourceAtomCluster	92521	False	False	CPT	5	0					NONE	NONE		NONE	C5696816;C3702514		Evaluation of speech fluency (eg, stuttering, cluttering)
92522	SourceAtomCluster	92522	False	False	CPT	5	0					NONE	NONE		NONE	C3702515		Evaluation of speech sound production (eg, articulation, phonological process, apraxia, dysarthria)
92523	SourceAtomCluster	92523	False	False	CPT	5	0					NONE	NONE		NONE	C3702516;C3709158		Evaluation of speech sound production (eg, articulation, phonological process, apraxia, dysarthria); with evaluation of language comprehension and expression (eg, receptive and expressive language)
92524	SourceAtomCluster	92524	False	False	CPT	5	0					NONE	NONE		NONE	C5696817;C3702517		Behavioral and qualitative analysis of voice and resonance
92526	SourceAtomCluster	92526	False	False	CPT	7	0					NONE	NONE		NONE	C5696818;C3526665;C2121152;C3526664;C0374254		Treatment of swallowing dysfunction and/or oral function for feeding
92597	SourceAtomCluster	92597	False	False	CPT	7	0					NONE	NONE		NONE	C5696867;C3526674;C3526676;C3526675;C0374267		Evaluation for use and/or fitting of voice prosthetic device to supplement oral speech
92607	SourceAtomCluster	92607	False	False	CPT	5	0					NONE	NONE		NONE	C1144725;C5696871;C5415092		Evaluation for prescription for speech-generating augmentative and alternative communication device, face-to-face with the patient; first hour
92608	SourceAtomCluster	92608	False	False	CPT	5	0					NONE	NONE		NONE	C1144726;C5696872;C5415093		Evaluation for prescription for speech-generating augmentative and alternative communication device, face-to-face with the patient; each additional 30 minutes (List separately in addition to code for primary procedure)
92609	SourceAtomCluster	92609	False	False	CPT	5	0					NONE	NONE		NONE	C1144727;C5696873;C5415094		Therapeutic services for the use of speech-generating device, including programming and modification
92610	SourceAtomCluster	92610	False	False	CPT	5	0					NONE	NONE		NONE	C1144728;C3516936		Evaluation of oral and pharyngeal swallowing function
92611	SourceAtomCluster	92611	False	False	CPT	6	0					NONE	NONE		NONE	C1144729;C3526680;C5696874;C3516937		Motion fluoroscopic evaluation of swallowing function by cine or video recording
92612	SourceAtomCluster	92612	False	False	CPT	6	0					NONE	NONE		NONE	C5415095;C1144730;C3704010;C5415096		Flexible endoscopic evaluation of swallowing by cine or video recording
92614	SourceAtomCluster	92614	False	False	CPT	6	0					NONE	NONE		NONE	C5415099;C1144780;C3516940;C5415100		Flexible endoscopic evaluation, laryngeal sensory testing by cine or video recording
92616	SourceAtomCluster	92616	False	False	CPT	6	0					NONE	NONE		NONE	C3516942;C1144732;C5415104;C5415103		Flexible endoscopic evaluation of swallowing and laryngeal sensory testing by cine or video recording
92974	SourceAtomCluster	92974	False	False	CPT	5	0					NONE	NONE		NONE	C5696904;C0973347;C3526708		Transcatheter placement of radiation delivery device for subsequent coronary intravascular brachytherapy (List separately in addition to code for primary procedure)
93303	SourceAtomCluster	93303	False	False	CPT	5	0					NONE	NONE		NONE	C5696954;C0519171		Transthoracic echocardiography for congenital cardiac anomalies; complete
93304	SourceAtomCluster	93304	False	False	CPT	6	0					NONE	NONE		NONE	C5696955;C5415324;C5415325;C0519172		Transthoracic echocardiography for congenital cardiac anomalies; follow-up or limited study
93306	SourceAtomCluster	93306	False	False	CPT	6	0					NONE	NONE		NONE	C5415326;C5415327;C2366742;C5696956		Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography
93307	SourceAtomCluster	93307	False	False	CPT	6	0					NONE	NONE		NONE	C0519173;C5415329;C5415328;C0013516		Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, without spectral or color Doppler echocardiography
93308	SourceAtomCluster	93308	False	False	CPT	8	0					NONE	NONE		NONE	C5696957;C0519174;C5415330;C5415332;C5415331;C5415333		Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, follow-up or limited study
93320	SourceAtomCluster	93320	False	False	CPT	7	0					NONE	NONE		NONE	C5415345;C5696966;C0520400;C5415343;C5415344		Doppler echocardiography, pulsed wave and/or continuous wave with spectral display (List separately in addition to codes for echocardiographic imaging); complete
93321	SourceAtomCluster	93321	False	False	CPT	10	0					NONE	NONE		NONE	C5415348;C5415351;C5696967;C5415347;C5415349;C5415350;C5415346;C0520401		Doppler echocardiography, pulsed wave and/or continuous wave with spectral display (List separately in addition to codes for echocardiographic imaging); follow-up or limited study (List separately in addition to codes for echocardiographic imaging)
93325	SourceAtomCluster	93325	False	False	CPT	5	0					NONE	NONE		NONE	C2022193;C0474781;C5696968		Doppler echocardiography color flow velocity mapping (List separately in addition to codes for echocardiography)
93356	SourceAtomCluster	93356	False	False	CPT	5	0					NONE	NONE		NONE	C5202292;C5202294;C5202293		Myocardial strain imaging using speckle tracking-derived assessment of myocardial mechanics (List separately in addition to codes for echocardiography imaging)
93797	SourceAtomCluster	93797	False	False	CPT	6	0					NONE	NONE		NONE	C5697041;C3526866;C5415490;C0199540		Physician or other qualified health care professional services for outpatient cardiac rehabilitation; without continuous ECG monitoring (per session)
93798	SourceAtomCluster	93798	False	False	CPT	6	0					NONE	NONE		NONE	C5415492;C5697042;C5415491;C0199541		Physician or other qualified health care professional services for outpatient cardiac rehabilitation; with continuous ECG monitoring (per session)
93880	SourceAtomCluster	93880	False	False	CPT	5	0					NONE	NONE		NONE	C5415495;C5697044;C0374346		Duplex scan of extracranial arteries; complete bilateral study
93882	SourceAtomCluster	93882	False	False	CPT	6	0					NONE	NONE		NONE	C3526869;C3526868;C5697045;C0374347		Duplex scan of extracranial arteries; unilateral or limited study
93886	SourceAtomCluster	93886	False	False	CPT	5	0					NONE	NONE		NONE	C0203387;C5697046;C5415496		Transcranial Doppler study of the intracranial arteries; complete study
93888	SourceAtomCluster	93888	False	False	CPT	5	0					NONE	NONE		NONE	C0203388;C2061932;C5697047		Transcranial Doppler study of the intracranial arteries; limited study
